x,y,h
-0.79,0.16,0.077242
-0.79,0.17,0.111514
-0.79,0.18,0.0569286
-0.79,0.19,0.0555176
-0.79,0.2,0.175313
-0.79,0.21,0.0983474
-0.79,0.22,0.0906558
-0.79,0.23,0.0562719
-0.79,0.24,0.109229
-0.79,0.25,0.0955613
-0.79,0.26,0.0472994
-0.79,0.27,0.0944748
-0.79,0.28,0.065117
-0.79,0.29,0.105254
-0.79,0.3,0.0689133
-0.79,0.31,0.08212
-0.79,0.32,0.0668985
-0.79,0.33,0.0772714
-0.79,0.34,0.0832605
-0.79,0.35,0.088886
-0.79,0.36,0.138167
-0.79,0.37,0.0891216
-0.79,0.38,0.0997665
-0.79,0.39,0.0861177
-0.79,0.4,0.08419
-0.79,0.41,0.0699974
-0.79,0.42,0.0955531
-0.79,0.43,0.0848694
-0.79,0.44,0.105958
-0.79,0.45,0.0728293
-0.79,0.46,0.0574941
-0.79,0.47,0.103962
-0.79,0.48,0.0622411
-0.79,0.49,0.0483409
-0.79,0.5,0.0822691
-0.79,0.51,0.0480331
-0.79,0.52,0.0816401
-0.79,0.53,0.0490964
-0.79,0.54,0.0804081
-0.79,0.55,0.0515846
-0.79,0.56,0.0606309
-0.79,0.57,0.0895165
-0.79,0.58,0.0782757
-0.79,0.59,0.075277
-0.79,0.6,0.0540576
-0.79,0.61,0.0628129
-0.79,0.62,0.064
-0.79,0.63,0.07
-0.79,0.64,0.058
-0.79,0.65,0.044
-0.79,0.66,0.056
-0.79,0.67,0.044
-0.79,0.68,0.036
-0.79,0.69,0.028
-0.79,0.7,0.044
-0.79,0.71,0.03
-0.79,0.72,0.02
-0.79,0.73,0.03
-0.79,0.74,0.014
-0.79,0.75,0.02
-0.79,0.76,0.022
-0.79,0.77,0.02
-0.79,0.78,0.014
-0.79,0.79,0.016
-0.79,0.8,0.006
-0.79,0.81,0.004
-0.79,0.82,0.012
-0.79,0.83,0.006
-0.79,0.84,0.01
-0.79,0.85,0.002
-0.79,0.86,0.006
-0.79,0.87,0.002
-0.79,0.88,0.002
-0.79,0.89,0
-0.79,0.9,0
-0.79,0.91,0
-0.79,0.92,0.004
-0.79,0.93,0
-0.79,0.94,0.006
-0.79,0.95,0
-0.79,0.96,0
-0.79,0.97,0
-0.79,0.98,0
-0.79,0.99,0
-0.79,1,0.002
-0.78,-1,0
-0.78,-0.99,0
-0.78,-0.98,0
-0.78,-0.97,0
-0.78,-0.96,0
-0.78,-0.95,0
-0.78,-0.94,0.002
-0.78,-0.93,0
-0.78,-0.92,0.006
-0.78,-0.91,0.002
-0.78,-0.9,0.002
-0.78,-0.89,0
-0.78,-0.88,0.002
-0.78,-0.87,0.004
-0.78,-0.86,0.002
-0.78,-0.85,0.006
-0.78,-0.84,0.002
-0.78,-0.83,0.008
-0.78,-0.82,0.008
-0.78,-0.81,0.008
-0.78,-0.8,0.006
-0.78,-0.79,0.014
-0.78,-0.78,0.008
-0.78,-0.77,0.018
-0.78,-0.76,0.008
-0.78,-0.75,0.02
-0.78,-0.74,0.03
-0.78,-0.73,0.026
-0.78,-0.72,0.03
-0.78,-0.71,0.026
-0.78,-0.7,0.046
-0.78,-0.69,0.034
-0.78,-0.68,0.03
-0.78,-0.67,0.046
-0.78,-0.66,0.054
-0.78,-0.65,0.044
-0.78,-0.64,0.076
-0.78,-0.63,0.06
-0.78,-0.62,0.0660722
-0.78,-0.61,0.05131
-0.78,-0.6,0.0650984
-0.78,-0.59,0.0685901
-0.78,-0.58,0.0917388
-0.78,-0.57,0.0967898
-0.78,-0.56,0.0597349
-0.78,-0.55,0.0565466
-0.78,-0.54,0.0692213
-0.78,-0.53,0.0797554
-0.78,-0.52,0.0381425
-0.78,-0.51,0.0563762
-0.78,-0.5,0.06245
-0.78,-0.49,0.0523567
-0.78,-0.48,0.054089
-0.78,-0.47,0.0556388
-0.78,-0.46,0.0649977
-0.78,-0.45,0.0941569
-0.78,-0.44,0.0651069
-0.78,-0.43,0.0638374
-0.78,-0.42,0.046338
-0.78,-0.41,0.120597
-0.78,-0.4,0.048603
-0.78,-0.39,0.0923425
-0.78,-0.38,0.0698022
-0.78,-0.37,0.0689677
-0.78,-0.36,0.0938235
-0.78,-0.35,0.0403535
-0.78,-0.34,0.10854
-0.78,-0.33,0.0363659
-0.78,-0.32,0.117811
-0.78,-0.31,0.102855
-0.78,-0.3,0.0914761
-0.78,-0.29,0.0656522
-0.78,-0.28,0.133359
-0.78,-0.27,0.108573
-0.78,-0.26,0.0512658
-0.78,-0.25,0.0814121
-0.78,-0.24,0.0549835
-0.78,-0.23,0.0559514
-0.78,-0.22,0.0782863
-0.78,-0.21,0.0399588
-0.78,-0.2,0.0889392
-0.78,-0.19,0.0651984
-0.78,-0.18,0.0367081
-0.78,-0.17,0.0414418
-0.78,-0.16,0.065375
-0.78,-0.15,0.0544866
-0.78,-0.14,0.0327594
-0.78,-0.13,0.0261815
-0.78,-0.12,0.0667473
-0.78,-0.11,0.0344589
-0.78,-0.1,0.0933271
-0.78,-0.09,0.000627374
-0.78,-0.08,0.0626274
-0.78,-0.07,0.0651352
-0.78,-0.06,0.0330477
-0.78,-0.05,0.100147
-0.78,-0.04,0.0648019
-0.78,-0.03,0.0550082
-0.78,-0.02,0.0288686
-0.78,-0.01,0.0444938
-0.78,0,0.03
-0.78,0.01,0.0135062
-0.78,0.02,0.00713139
-0.78,0.03,0.0149918
-0.78,0.04,0.0288019
-0.78,0.05,0.0461475
-0.78,0.06,0.0149523
-0.78,0.07,0.0411352
-0.78,0.08,0.0386274
-0.78,0.09,0.0333726
-0.78,0.1,0.0873271
-0.78,0.11,0.00445894
-0.78,0.12,0.0427473
-0.78,0.13,0.0161815
-0.78,0.14,0.0747594
-0.78,0.15,0.0884866
-0.78,0.16,0.099375
-0.78,0.17,0.0934418
-0.78,0.18,0.142708
-0.78,0.19,0.123198
-0.78,0.2,0.0629392
-0.78,0.21,0.0819588
-0.78,0.22,0.136286
-0.78,0.23,0.0439514
-0.78,0.24,0.0869835
-0.78,0.25,0.0974121
-0.78,0.26,0.105266
-0.78,0.27,0.0965725
-0.78,0.28,0.0953593
-0.78,0.29,0.0816522
-0.78,0.3,0.0874761
-0.78,0.31,0.0968548
-0.78,0.32,0.113811
-0.78,0.33,0.0703659
-0.78,0.34,0.0545404
-0.78,0.35,0.0743535
-0.78,0.36,0.0718235
-0.78,0.37,0.0769677
-0.78,0.38,0.105802
-0.78,0.39,0.0463425
-0.78,0.4,0.066603
-0.78,0.41,0.0805972
-0.78,0.42,0.048338
-0.78,0.43,0.0878374
-0.78,0.44,0.0611069
-0.78,0.45,0.0781569
-0.78,0.46,0.0449977
-0.78,0.47,0.0896388
-0.78,0.48,0.086089
-0.78,0.49,0.0643567
-0.78,0.5,0.06445
-0.78,0.51,0.0623762
-0.78,0.52,0.0801425
-0.78,0.53,0.0897554
-0.78,0.54,0.0612213
-0.78,0.55,0.0725466
-0.78,0.56,0.0677349
-0.78,0.57,0.0647898
-0.78,0.58,0.0517388
-0.78,0.59,0.0785901
-0.78,0.6,0.0730984
-0.78,0.61,0.07931
-0.78,0.62,0.0680722
-0.78,0.63,0.068
-0.78,0.64,0.064
-0.78,0.65,0.06
-0.78,0.66,0.054
-0.78,0.67,0.048
-0.78,0.68,0.036
-0.78,0.69,0.032
-0.78,0.7,0.044
-0.78,0.71,0.028
-0.78,0.72,0.026
-0.78,0.73,0.026
-0.78,0.74,0.016
-0.78,0.75,0.024
-0.78,0.76,0.022
-0.78,0.77,0.02
-0.78,0.78,0.006
-0.78,0.79,0.008
-0.78,0.8,0.004
-0.78,0.81,0.008
-0.78,0.82,0.014
-0.78,0.83,0.008
-0.78,0.84,0.014
-0.78,0.85,0
-0.78,0.86,0.006
-0.78,0.87,0.006
-0.78,0.88,0.012
-0.78,0.89,0.002
-0.78,0.9,0.004
-0.78,0.91,0.002
-0.78,0.92,0.006
-0.78,0.93,0.002
-0.78,0.94,0.002
-0.78,0.95,0
-0.78,0.96,0
-0.78,0.97,0
-0.78,0.98,0
-0.78,0.99,0
-0.78,1,0.002
-0.77,-1,0
-0.77,-0.99,0
-0.77,-0.98,0
-0.77,-0.97,0.002
-0.77,-0.96,0
-0.77,-0.95,0
-0.77,-0.94,0.002
-0.77,-0.93,0
-0.77,-0.92,0
-0.77,-0.91,0.002
-0.77,-0.9,0.006
-0.77,-0.89,0.002
-0.77,-0.88,0.006
-0.77,-0.87,0.002
-0.77,-0.86,0.002
-0.77,-0.85,0.006
-0.77,-0.84,0.002
-0.77,-0.83,0.008
-0.77,-0.82,0.014
-0.77,-0.81,0.008
-0.77,-0.8,0.012
-0.77,-0.79,0.014
-0.77,-0.78,0.012
-0.77,-0.77,0.02
-0.77,-0.76,0.018
-0.77,-0.75,0.026
-0.77,-0.74,0.022
-0.77,-0.73,0.028
-0.77,-0.72,0.03
-0.77,-0.71,0.036
-0.77,-0.7,0.05
-0.77,-0.69,0.044
-0.77,-0.68,0.032
-0.77,-0.67,0.032
-0.77,-0.66,0.066
-0.77,-0.65,0.068
-0.77,-0.64,0.074
-0.77,-0.63,0.0720232
-0.77,-0.62,0.072802
-0.77,-0.61,0.0618042
-0.77,-0.6,0.0729873
-0.77,-0.59,0.0581915
-0.77,-0.58,0.0432504
-0.77,-0.57,0.0541758
-0.77,-0.56,0.0529763
-0.77,-0.55,0.0396447
-0.77,-0.54,0.0681749
-0.77,-0.53,0.0685613
-0.77,-0.52,0.0747982
-0.77,-0.51,0.0848793
-0.77,-0.5,0.102798
-0.77,-0.49,0.054547
-0.77,-0.48,0.0321192
-0.77,-0.47,0.103507
-0.77,-0.46,0.0587011
-0.77,-0.45,0.107694
-0.77,-0.44,0.0784751
-0.77,-0.43,0.0510354
-0.77,-0.42,0.0553642
-0.77,-0.41,0.0874503
-0.77,-0.4,0.0872821
-0.77,-0.39,0.0788471
-0.77,-0.38,0.0481321
-0.77,-0.37,0.119123
-0.77,-0.36,0.0838056
-0.77,-0.35,0.0721638
-0.77,-0.34,0.0561814
-0.77,-0.33,0.109841
-0.77,-0.32,0.101124
-0.77,-0.31,0.0460118
-0.77,-0.3,0.0204839
-0.77,-0.29,0.0825191
-0.77,-0.28,0.0780954
-0.77,-0.27,0.0771899
-0.77,-0.26,0.0897789
-0.77,-0.25,0.103838
-0.77,-0.24,0.0953411
-0.77,-0.23,0.100264
-0.77,-0.22,0.0385794
-0.77,-0.21,0.0722624
-0.77,-0.2,0.0692871
-0.77,-0.19,0.129629
-0.77,-0.18,0.0632641
-0.77,-0.17,0.088171
-0.77,-0.16,0.12433
-0.77,-0.15,0.069726
-0.77,-0.14,0.0843461
-0.77,-0.13,0.110183
-0.77,-0.12,0.0732371
-0.77,-0.11,0.0355127
-0.77,-0.1,0.0870242
-0.77,-0.09,0.083794
-0.77,-0.08,0.0118543
-0.77,-0.07,0.0652474
-0.77,-0.06,0.0340262
-0.77,-0.05,0.0502541
-0.77,-0.04,0.0840045
-0.77,-0.03,0.0313603
-0.77,-0.02,0.0444125
-0.77,-0.01,0.0207416
-0.77,0,0.006
-0.77,0.01,0.00725838
-0.77,0.02,0.00758752
-0.77,0.03,0.0693603
-0.77,0.04,0.0199955
-0.77,0.05,0.0382541
-0.77,0.06,0.0540262
-0.77,0.07,0.0312474
-0.77,0.08,0.0438543
-0.77,0.09,0.055794
-0.77,0.1,0.0150242
-0.77,0.11,0.0155127
-0.77,0.12,0.0472371
-0.77,0.13,0.0541835
-0.77,0.14,0.0843461
-0.77,0.15,0.059726
-0.77,0.16,0.0583303
-0.77,0.17,0.068171
-0.77,0.18,0.0812641
-0.77,0.19,0.0596289
-0.77,0.2,0.0752871
-0.77,0.21,0.0842624
-0.77,0.22,0.106579
-0.77,0.23,0.0962637
-0.77,0.24,0.0833411
-0.77,0.25,0.0598377
-0.77,0.26,0.0417789
-0.77,0.27,0.0251899
-0.77,0.28,0.0640954
-0.77,0.29,0.0425191
-0.77,0.3,0.116484
-0.77,0.31,0.104012
-0.77,0.32,0.0311241
-0.77,0.33,0.0678409
-0.77,0.34,0.0521814
-0.77,0.35,0.0641638
-0.77,0.36,0.0638056
-0.77,0.37,0.0791232
-0.77,0.38,0.0941321
-0.77,0.39,0.0768471
-0.77,0.4,0.0852821
-0.77,0.41,0.0594503
-0.77,0.42,0.0613642
-0.77,0.43,0.0730354
-0.77,0.44,0.0784751
-0.77,0.45,0.0936937
-0.77,0.46,0.0467011
-0.77,0.47,0.0775067
-0.77,0.48,0.0941192
-0.77,0.49,0.066547
-0.77,0.5,0.0427978
-0.77,0.51,0.0668793
-0.77,0.52,0.0827982
-0.77,0.53,0.0765613
-0.77,0.54,0.0401749
-0.77,0.55,0.0816447
-0.77,0.56,0.0929763
-0.77,0.57,0.0621758
-0.77,0.58,0.0892504
-0.77,0.59,0.0821915
-0.77,0.6,0.0669873
-0.77,0.61,0.0538042
-0.77,0.62,0.064802
-0.77,0.63,0.0640232
-0.77,0.64,0.056
-0.77,0.65,0.056
-0.77,0.66,0.05
-0.77,0.67,0.056
-0.77,0.68,0.042
-0.77,0.69,0.056
-0.77,0.7,0.046
-0.77,0.71,0.032
-0.77,0.72,0.02
-0.77,0.73,0.03
-0.77,0.74,0.028
-0.77,0.75,0.034
-0.77,0.76,0.016
-0.77,0.77,0.018
-0.77,0.78,0.008
-0.77,0.79,0.014
-0.77,0.8,0.016
-0.77,0.81,0.006
-0.77,0.82,0.008
-0.77,0.83,0.008
-0.77,0.84,0.012
-0.77,0.85,0.004
-0.77,0.86,0.008
-0.77,0.87,0.01
-0.77,0.88,0.004
-0.77,0.89,0.002
-0.77,0.9,0.002
-0.77,0.91,0.004
-0.77,0.92,0.002
-0.77,0.93,0.002
-0.77,0.94,0.004
-0.77,0.95,0.002
-0.77,0.96,0
-0.77,0.97,0
-0.77,0.98,0
-0.77,0.99,0.002
-0.77,1,0
-0.76,-1,0.002
-0.76,-0.99,0
-0.76,-0.98,0
-0.76,-0.97,0.002
-0.76,-0.96,0
-0.76,-0.95,0.002
-0.76,-0.94,0
-0.76,-0.93,0
-0.76,-0.92,0.002
-0.76,-0.91,0
-0.76,-0.9,0.002
-0.76,-0.89,0.004
-0.76,-0.88,0.008
-0.76,-0.87,0.008
-0.76,-0.86,0.008
-0.76,-0.85,0.006
-0.76,-0.84,0.004
-0.76,-0.83,0.01
-0.76,-0.82,0.01
-0.76,-0.81,0.022
-0.76,-0.8,0.018
-0.76,-0.79,0.022
-0.76,-0.78,0.012
-0.76,-0.77,0.022
-0.76,-0.76,0.026
-0.76,-0.75,0.026
-0.76,-0.74,0.026
-0.76,-0.73,0.028
-0.76,-0.72,0.052
-0.76,-0.71,0.038
-0.76,-0.7,0.048
-0.76,-0.69,0.03
-0.76,-0.68,0.046
-0.76,-0.67,0.05
-0.76,-0.66,0.046
-0.76,-0.65,0.086
-0.76,-0.64,0.0818566
-0.76,-0.63,0.0547471
-0.76,-0.62,0.0524791
-0.76,-0.61,0.0737962
-0.76,-0.6,0.0529263
-0.76,-0.59,0.0659651
-0.76,-0.58,0.0468886
-0.76,-0.57,0.0796846
-0.76,-0.56,0.0663504
-0.76,-0.55,0.0368813
-0.76,-0.54,0.079272
-0.76,-0.53,0.0715167
-0.76,-0.52,0.0816097
-0.76,-0.51,0.0575447
-0.76,-0.5,0.0473151
-0.76,-0.49,0.058914
-0.76,-0.48,0.0443341
-0.76,-0.47,0.0695676
-0.76,-0.46,0.0446063
-0.76,-0.45,0.0294415
-0.76,-0.44,0.0740643
-0.76,-0.43,0.0584648
-0.76,-0.42,0.0566328
-0.76,-0.41,0.0765577
-0.76,-0.4,0.102228
-0.76,-0.39,0.0816315
-0.76,-0.38,0.0727557
-0.76,-0.37,0.0315872
-0.76,-0.36,0.0701118
-0.76,-0.35,0.0623147
-0.76,-0.34,0.0861803
-0.76,-0.33,0.065692
-0.76,-0.32,0.0908328
-0.76,-0.31,0.0555845
-0.76,-0.3,0.0599283
-0.76,-0.29,0.0798447
-0.76,-0.28,0.0613132
-0.76,-0.27,0.126313
-0.76,-0.26,0.086822
-0.76,-0.25,0.0728184
-0.76,-0.24,0.0782796
-0.76,-0.23,0.0391828
-0.76,-0.22,0.0935051
-0.76,-0.21,0.0512243
-0.76,-0.2,0.0923183
-0.76,-0.19,0.0787663
-0.76,-0.18,0.122549
-0.76,-0.17,0.131648
-0.76,-0.16,0.06405
-0.76,-0.15,0.107742
-0.76,-0.14,0.0387164
-0.76,-0.13,0.0229704
-0.76,-0.12,0.0545061
-0.76,-0.11,0.0533322
-0.76,-0.1,0.0354646
-0.76,-0.09,0.0569266
-0.76,-0.08,0.0617501
-0.76,-0.07,0.0200243
-0.76,-0.06,0.0336528
-0.76,-0.05,0.0208397
-0.76,-0.04,0.00160305
-0.76,-0.03,0.0199827
-0.76,-0.02,0.0121634
-0.76,-0.01,0.0158724
-0.76,0,0.008
-0.76,0.01,0.00587239
-0.76,0.02,0.0438366
-0.76,0.03,0.0179827
-0.76,0.04,0.0256031
-0.76,0.05,0.0228397
-0.76,0.06,0.0756528
-0.76,0.07,0.0259757
-0.76,0.08,0.0257501
-0.76,0.09,0.00892659
-0.76,0.1,0.0214646
-0.76,0.11,0.0753322
-0.76,0.12,0.0685061
-0.76,0.13,0.0729704
-0.76,0.14,0.0527164
-0.76,0.15,0.123742
-0.76,0.16,0.08005
-0.76,0.17,0.0636483
-0.76,0.18,0.0505488
-0.76,0.19,0.0427663
-0.76,0.2,0.102318
-0.76,0.21,0.0312243
-0.76,0.22,0.0855051
-0.76,0.23,0.0991828
-0.76,0.24,0.0842796
-0.76,0.25,0.0588184
-0.76,0.26,0.058822
-0.76,0.27,0.0643129
-0.76,0.28,0.0633132
-0.76,0.29,0.0918447
-0.76,0.3,0.0799283
-0.76,0.31,0.0675845
-0.76,0.32,0.0508328
-0.76,0.33,0.081692
-0.76,0.34,0.0981803
-0.76,0.35,0.0423147
-0.76,0.36,0.0441118
-0.76,0.37,0.0475872
-0.76,0.38,0.0547557
-0.76,0.39,0.0736315
-0.76,0.4,0.0582279
-0.76,0.41,0.0665577
-0.76,0.42,0.0726328
-0.76,0.43,0.0564648
-0.76,0.44,0.0660643
-0.76,0.45,0.0434415
-0.76,0.46,0.0666063
-0.76,0.47,0.0555676
-0.76,0.48,0.0263341
-0.76,0.49,0.050914
-0.76,0.5,0.0573151
-0.76,0.51,0.0555447
-0.76,0.52,0.0556097
-0.76,0.53,0.0575167
-0.76,0.54,0.053272
-0.76,0.55,0.0848813
-0.76,0.56,0.0423504
-0.76,0.57,0.0716846
-0.76,0.58,0.0608886
-0.76,0.59,0.0599651
-0.76,0.6,0.0629263
-0.76,0.61,0.0717962
-0.76,0.62,0.0524791
-0.76,0.63,0.0687471
-0.76,0.64,0.0418566
-0.76,0.65,0.074
-0.76,0.66,0.072
-0.76,0.67,0.06
-0.76,0.68,0.046
-0.76,0.69,0.04
-0.76,0.7,0.05
-0.76,0.71,0.04
-0.76,0.72,0.042
-0.76,0.73,0.038
-0.76,0.74,0.028
-0.76,0.75,0.036
-0.76,0.76,0.024
-0.76,0.77,0.03
-0.76,0.78,0.018
-0.76,0.79,0.024
-0.76,0.8,0.018
-0.76,0.81,0.004
-0.76,0.82,0.01
-0.76,0.83,0.006
-0.76,0.84,0.004
-0.76,0.85,0.008
-0.76,0.86,0
-0.76,0.87,0.008
-0.76,0.88,0.004
-0.76,0.89,0.002
-0.76,0.9,0
-0.76,0.91,0.004
-0.76,0.92,0
-0.76,0.93,0
-0.76,0.94,0.002
-0.76,0.95,0
-0.76,0.96,0.002
-0.76,0.97,0
-0.76,0.98,0
-0.76,0.99,0
-0.76,1,0
-0.75,-1,0
-0.75,-0.99,0
-0.75,-0.98,0
-0.75,-0.97,0
-0.75,-0.96,0.002
-0.75,-0.95,0.002
-0.75,-0.94,0
-0.75,-0.93,0.006
-0.75,-0.92,0.004
-0.75,-0.91,0
-0.75,-0.9,0.002
-0.75,-0.89,0
-0.75,-0.88,0.008
-0.75,-0.87,0.006
-0.75,-0.86,0.006
-0.75,-0.85,0.006
-0.75,-0.84,0.004
-0.75,-0.83,0.016
-0.75,-0.82,0.006
-0.75,-0.81,0.012
-0.75,-0.8,0.024
-0.75,-0.79,0.01
-0.75,-0.78,0.012
-0.75,-0.77,0.018
-0.75,-0.76,0.028
-0.75,-0.75,0.02
-0.75,-0.74,0.034
-0.75,-0.73,0.04
-0.75,-0.72,0.034
-0.75,-0.71,0.044
-0.75,-0.7,0.058
-0.75,-0.69,0.048
-0.75,-0.68,0.076
-0.75,-0.67,0.056
-0.75,-0.66,0.0611712
-0.75,-0.65,0.044803
-0.75,-0.64,0.0744135
-0.75,-0.63,0.073486
-0.75,-0.62,0.0567338
-0.75,-0.61,0.0399065
-0.75,-0.6,0.0589436
-0.75,-0.59,0.0498598
-0.75,-0.58,0.062655
-0.75,-0.57,0.0653231
-0.75,-0.56,0.0698591
-0.75,-0.55,0.0542581
-0.75,-0.54,0.0405149
-0.75,-0.53,0.0866239
-0.75,-0.52,0.0605792
-0.75,-0.51,0.0723747
-0.75,-0.5,0.0700038
-0.75,-0.49,0.0894598
-0.75,-0.48,0.0627355
-0.75,-0.47,0.0598231
-0.75,-0.46,0.0427147
-0.75,-0.45,0.0794019
-0.75,-0.44,0.0738756
-0.75,-0.43,0.0481265
-0.75,-0.42,0.0461446
-0.75,-0.41,0.0339195
-0.75,-0.4,0.0494402
-0.75,-0.39,0.102695
-0.75,-0.38,0.0856719
-0.75,-0.37,0.0143579
-0.75,-0.36,0.10674
-0.75,-0.35,0.0608028
-0.75,-0.34,0.0745328
-0.75,-0.33,0.083914
-0.75,-0.32,0.0669303
-0.75,-0.31,0.0895648
-0.75,-0.3,0.0918001
-0.75,-0.29,0.067618
-0.75,-0.28,0.0909997
-0.75,-0.27,0.0799262
-0.75,-0.26,0.112378
-0.75,-0.25,0.0683345
-0.75,-0.24,0.0897761
-0.75,-0.23,0.0746827
-0.75,-0.22,0.0810343
-0.75,-0.21,0.102811
-0.75,-0.2,0.0679957
-0.75,-0.19,0.0545694
-0.75,-0.18,0.0745168
-0.75,-0.17,0.107824
-0.75,-0.16,0.0175201
-0.75,-0.15,0.0384761
-0.75,-0.14,0.0338083
-0.75,-0.13,0.0664765
-0.75,-0.12,0.0804858
-0.75,-0.11,0.0238468
-0.75,-0.1,0.0365766
-0.75,-0.09,0.0506991
-0.75,-0.08,0.0157546
-0.75,-0.07,0.023254
-0.75,-0.06,0.00177101
-0.75,-0.05,0.0678501
-0.75,-0.04,0.0395519
-0.75,-0.03,0.00505677
-0.75,-0.02,0.0299033
-0.75,-0.01,0.013089
-0.75,0,0.008
-0.75,0.01,0.046911
-0.75,0.02,0.0460967
-0.75,0.03,0.0689432
-0.75,0.04,0.0104481
-0.75,0.05,0.0101499
-0.75,0.06,0.071771
-0.75,0.07,0.011254
-0.75,0.08,0.00575461
-0.75,0.09,0.0206991
-0.75,0.1,0.00942336
-0.75,0.11,0.0598468
-0.75,0.12,0.0984858
-0.75,0.13,0.0684765
-0.75,0.14,0.00780831
-0.75,0.15,0.0124761
-0.75,0.16,0.0884799
-0.75,0.17,0.0778241
-0.75,0.18,0.0505168
-0.75,0.19,0.0645694
-0.75,0.2,0.0359957
-0.75,0.21,0.0748115
-0.75,0.22,0.0850343
-0.75,0.23,0.150683
-0.75,0.24,0.0277761
-0.75,0.25,0.0283345
-0.75,0.26,0.100378
-0.75,0.27,0.0519262
-0.75,0.28,0.0449997
-0.75,0.29,0.035618
-0.75,0.3,0.0538001
-0.75,0.31,0.0415648
-0.75,0.32,0.0529303
-0.75,0.33,0.057914
-0.75,0.34,0.0845328
-0.75,0.35,0.104803
-0.75,0.36,0.0827396
-0.75,0.37,0.0843579
-0.75,0.38,0.0296719
-0.75,0.39,0.0866951
-0.75,0.4,0.0594402
-0.75,0.41,0.0779195
-0.75,0.42,0.0741446
-0.75,0.43,0.0321265
-0.75,0.44,0.0798756
-0.75,0.45,0.0634019
-0.75,0.46,0.0687147
-0.75,0.47,0.0638231
-0.75,0.48,0.0527355
-0.75,0.49,0.0614598
-0.75,0.5,0.0780038
-0.75,0.51,0.0823747
-0.75,0.52,0.0525792
-0.75,0.53,0.0466239
-0.75,0.54,0.0425149
-0.75,0.55,0.0722581
-0.75,0.56,0.0418591
-0.75,0.57,0.0433231
-0.75,0.58,0.082655
-0.75,0.59,0.0838598
-0.75,0.6,0.0249436
-0.75,0.61,0.0599065
-0.75,0.62,0.0627338
-0.75,0.63,0.061486
-0.75,0.64,0.0564135
-0.75,0.65,0.062803
-0.75,0.66,0.0491712
-0.75,0.67,0.068
-0.75,0.68,0.07
-0.75,0.69,0.05
-0.75,0.7,0.038
-0.75,0.71,0.05
-0.75,0.72,0.04
-0.75,0.73,0.042
-0.75,0.74,0.026
-0.75,0.75,0.028
-0.75,0.76,0.016
-0.75,0.77,0.022
-0.75,0.78,0.016
-0.75,0.79,0.018
-0.75,0.8,0.02
-0.75,0.81,0.012
-0.75,0.82,0.008
-0.75,0.83,0.012
-0.75,0.84,0.014
-0.75,0.85,0.006
-0.75,0.86,0.006
-0.75,0.87,0.004
-0.75,0.88,0.008
-0.75,0.89,0
-0.75,0.9,0.002
-0.75,0.91,0.008
-0.75,0.92,0.002
-0.75,0.93,0.006
-0.75,0.94,0
-0.75,0.95,0
-0.75,0.96,0
-0.75,0.97,0.002
-0.75,0.98,0
-0.75,0.99,0.002
-0.75,1,0
-0.74,-1,0
-0.74,-0.99,0
-0.74,-0.98,0.002
-0.74,-0.97,0.002
-0.74,-0.96,0
-0.74,-0.95,0.002
-0.74,-0.94,0.004
-0.74,-0.93,0.002
-0.74,-0.92,0.002
-0.74,-0.91,0.006
-0.74,-0.9,0.004
-0.74,-0.89,0.006
-0.74,-0.88,0.01
-0.74,-0.87,0.004
-0.74,-0.86,0.006
-0.74,-0.85,0.008
-0.74,-0.84,0.006
-0.74,-0.83,0.012
-0.74,-0.82,0.016
-0.74,-0.81,0.014
-0.74,-0.8,0.016
-0.74,-0.79,0.03
-0.74,-0.78,0.018
-0.74,-0.77,0.018
-0.74,-0.76,0.036
-0.74,-0.75,0.032
-0.74,-0.74,0.036
-0.74,-0.73,0.056
-0.74,-0.72,0.048
-0.74,-0.71,0.042
-0.74,-0.7,0.048
-0.74,-0.69,0.054
-0.74,-0.68,0.062
-0.74,-0.67,0.0692622
-0.74,-0.66,0.0475273
-0.74,-0.65,0.0551459
-0.74,-0.64,0.0427426
-0.74,-0.63,0.0519918
-0.74,-0.62,0.071122
-0.74,-0.61,0.0601572
-0.74,-0.6,0.049077
-0.74,-0.59,0.0318752
-0.74,-0.58,0.074549
-0.74,-0.57,0.0750938
-0.74,-0.56,0.0535048
-0.74,-0.55,0.0617772
-0.74,-0.54,0.0359056
-0.74,-0.53,0.0818846
-0.74,-0.52,0.0637084
-0.74,-0.51,0.0453709
-0.74,-0.5,0.0288656
-0.74,-0.49,0.044186
-0.74,-0.48,0.0373248
-0.74,-0.47,0.0482746
-0.74,-0.46,0.0710276
-0.74,-0.45,0.0535755
-0.74,-0.44,0.0639097
-0.74,-0.43,0.0780208
-0.74,-0.42,0.0858995
-0.74,-0.41,0.0915355
-0.74,-0.4,0.0769182
-0.74,-0.39,0.0480366
-0.74,-0.38,0.0748789
-0.74,-0.37,0.0654329
-0.74,-0.36,0.0576857
-0.74,-0.35,0.0776241
-0.74,-0.34,0.051234
-0.74,-0.33,0.0765008
-0.74,-0.32,0.0414095
-0.74,-0.31,0.0779443
-0.74,-0.3,0.0860892
-0.74,-0.29,0.0718273
-0.74,-0.28,0.0791415
-0.74,-0.27,0.0860145
-0.74,-0.26,0.0844284
-0.74,-0.25,0.108365
-0.74,-0.24,0.0458078
-0.74,-0.23,0.112738
